id,text
"Lucheng,China,Anhui Sheng","Lucheng,China,Anhui Sheng"
"Kangding,China,Sichuan","Kangding,China,Sichuan"
"Lubu,China,Guangdong","Lubu,China,Guangdong"
"Luancheng,China,Hebei","Luancheng,China,Hebei"
"Loudi,China,Hunan","Loudi,China,Hunan"
"Longquan,China,Yunnan","Longquan,China,Yunnan"
"Longgang,China,Shandong Sheng","Longgang,China,Shandong Sheng"
"Licheng,China,Jiangsu","Licheng,China,Jiangsu"
"Guankou,China,Hunan","Guankou,China,Hunan"
"Puning,China,Guangdong","Puning,China,Guangdong"
"Lishui,China,Zhejiang Sheng","Lishui,China,Zhejiang Sheng"
"Lintong,China,Shaanxi","Lintong,China,Shaanxi"
"Linyi,China,Shandong Sheng","Linyi,China,Shandong Sheng"
"Linxia Chengguanzhen,China,Gansu Sheng","Linxia Chengguanzhen,China,Gansu Sheng"
"Linxi,China,Hebei","Linxi,China,Hebei"
"Linshui,China,Hebei","Linshui,China,Hebei"
"Linqu,China,Shandong Sheng","Linqu,China,Shandong Sheng"
"Linqiong,China,Sichuan","Linqiong,China,Sichuan"
"Qingnian,China,Shandong Sheng","Qingnian,China,Shandong Sheng"
"Linping,China,Zhejiang Sheng","Linping,China,Zhejiang Sheng"
"Linhai,China,Zhejiang Sheng","Linhai,China,Zhejiang Sheng"
"Lingcheng,China,Guangxi Zhuangzu Zizhiqu","Lingcheng,China,Guangxi Zhuangzu Zizhiqu"
"Lincheng,China,Hainan","Lincheng,China,Hainan"
"Linfen,China,Shanxi Sheng","Linfen,China,Shanxi Sheng"
"Xishan,China,Hunan","Xishan,China,Hunan"
"Lichuan,China,Hubei","Lichuan,China,Hubei"
"Licheng,China,Guangdong","Licheng,China,Guangdong"
"Liaocheng,China,Shandong Sheng","Liaocheng,China,Shandong Sheng"
"Lianzhou,China,Guangdong","Lianzhou,China,Guangdong"
"Lianzhou,China,Guangxi Zhuangzu Zizhiqu","Lianzhou,China,Guangxi Zhuangzu Zizhiqu"
"Lianran,China,Yunnan","Lianran,China,Yunnan"
"Wuwei,China,Gansu Sheng","Wuwei,China,Gansu Sheng"
"Liangxiang,China,Beijing","Liangxiang,China,Beijing"
"Lianjiang,China,Guangdong","Lianjiang,China,Guangdong"
"Leshan,China,Sichuan","Leshan,China,Sichuan"
"Lengshuitan,China,Hunan","Lengshuitan,China,Hunan"
"Lengshuijiang,China,Hunan","Lengshuijiang,China,Hunan"
"Leiyang,China,Hunan","Leiyang,China,Hunan"
"Lecheng,China,Guangdong","Lecheng,China,Guangdong"
"Laohekou,China,Hubei","Laohekou,China,Hubei"
"Lanzhou,China,Gansu Sheng","Lanzhou,China,Gansu Sheng"
"Lanxi,China,Zhejiang Sheng","Lanxi,China,Zhejiang Sheng"
"Lianyuan,China,Hunan","Lianyuan,China,Hunan"
"Langfang,China,Hebei","Langfang,China,Hebei"
"Weichanglu,China,Shandong Sheng","Weichanglu,China,Shandong Sheng"
"Laiyang,China,Shandong Sheng","Laiyang,China,Shandong Sheng"
"Laiwu,China,Shandong Sheng","Laiwu,China,Shandong Sheng"
"Laibin,China,Guangxi Zhuangzu Zizhiqu","Laibin,China,Guangxi Zhuangzu Zizhiqu"
"Kunyang,China,Zhejiang Sheng","Kunyang,China,Zhejiang Sheng"
"Kunming,China,Yunnan","Kunming,China,Yunnan"
"Kaiyuan,China,Yunnan","Kaiyuan,China,Yunnan"
"Kaihua,China,Yunnan","Kaihua,China,Yunnan"
"Kaifeng,China,Henan Sheng","Kaifeng,China,Henan Sheng"
"Juye,China,Shandong Sheng","Juye,China,Shandong Sheng"
"Juegang,China,Jiangsu","Juegang,China,Jiangsu"
"Jiujiang,China,Jiangxi Sheng","Jiujiang,China,Jiangxi Sheng"
"Jishui,China,Henan Sheng","Jishui,China,Henan Sheng"
"Qianzhou,China,Hunan","Qianzhou,China,Hunan"
"Jinzhou,China,Liaoning","Jinzhou,China,Liaoning"
"Jinxiang,China,Zhejiang Sheng","Jinxiang,China,Zhejiang Sheng"
"Jinshi,China,Hunan","Jinshi,China,Hunan"
"Jinsha,China,Jiangsu","Jinsha,China,Jiangsu"
"Jinjiang,China,Hainan","Jinjiang,China,Hainan"
"Jinji,China,Guangxi Zhuangzu Zizhiqu","Jinji,China,Guangxi Zhuangzu Zizhiqu"
"Jining,China,Shandong Sheng","Jining,China,Shandong Sheng"
"Jinhua,China,Zhejiang Sheng","Jinhua,China,Zhejiang Sheng"
"Jingzhou,China,Hubei","Jingzhou,China,Hubei"
"Tianchang,China,Hebei","Tianchang,China,Hebei"
"Jingmen,China,Hubei","Jingmen,China,Hubei"
"Jingling,China,Hubei","Jingling,China,Hubei"
"Jingdezhen,China,Jiangxi Sheng","Jingdezhen,China,Jiangxi Sheng"
"Jinchang,China,Gansu Sheng","Jinchang,China,Gansu Sheng"
"Jincheng,China,Shanxi Sheng","Jincheng,China,Shanxi Sheng"
"Jinan,China,Shandong Sheng","Jinan,China,Shandong Sheng"
"Jimo,China,Shandong Sheng","Jimo,China,Shandong Sheng"
"Jijiang,China,Chongqing Shi","Jijiang,China,Chongqing Shi"
"Jiexiu,China,Shanxi Sheng","Jiexiu,China,Shanxi Sheng"
"Jieshou,China,Anhui Sheng","Jieshou,China,Anhui Sheng"
"Jieshi,China,Guangdong","Jieshi,China,Guangdong"
"Jiehu,China,Shandong Sheng","Jiehu,China,Shandong Sheng"
"Jiazi,China,Guangdong","Jiazi,China,Guangdong"
"Jiaxing,China,Zhejiang Sheng","Jiaxing,China,Zhejiang Sheng"
"Jiaozuo,China,Henan Sheng","Jiaozuo,China,Henan Sheng"
"Jiaozhou,China,Shandong Sheng","Jiaozhou,China,Shandong Sheng"
"Ningde,China,Fujian","Ningde,China,Fujian"
"Jian’ou,China,Fujian","Jian’ou,China,Fujian"
"Jiangyan,China,Jiangsu","Jiangyan,China,Jiangsu"
"Jianguang,China,Jiangxi Sheng","Jianguang,China,Jiangxi Sheng"
"Jiangmen,China,Guangdong","Jiangmen,China,Guangdong"
"Jiangkou,China,Fujian","Jiangkou,China,Fujian"
"Yangjiang,China,Guangdong","Yangjiang,China,Guangdong"
"Ji’an,China,Jiangxi Sheng","Ji’an,China,Jiangxi Sheng"
"Guangyuan,China,Sichuan","Guangyuan,China,Sichuan"
"Huzhou,China,Zhejiang Sheng","Huzhou,China,Zhejiang Sheng"
"Hutang,China,Jiangsu","Hutang,China,Jiangsu"
"Huoqiu Chengguanzhen,China,Anhui Sheng","Huoqiu Chengguanzhen,China,Anhui Sheng"
"Humen,China,Guangdong","Humen,China,Guangdong"
"Huizhou,China,Guangdong","Huizhou,China,Guangdong"
"Huilong,China,Jiangsu","Huilong,China,Jiangsu"
"Huicheng,China,Guangdong","Huicheng,China,Guangdong"
"Xinhui,China,Guangdong","Xinhui,China,Guangdong"
"Huazhou,China,Guangdong","Huazhou,China,Guangdong"
"Huangzhou,China,Hubei","Huangzhou,China,Hubei"
"Huangyan,China,Zhejiang Sheng","Huangyan,China,Zhejiang Sheng"
"Huangshi,China,Hubei","Huangshi,China,Hubei"
"Dasha,China,Guangdong","Dasha,China,Guangdong"
"Huangpi,China,Hubei","Huangpi,China,Hubei"
"Huangmei,China,Hubei","Huangmei,China,Hubei"
"Huanggang,China,Guangdong","Huanggang,China,Guangdong"
"Daxing,China,Beijing","Daxing,China,Beijing"
"Dingcheng,China,Henan Sheng","Dingcheng,China,Henan Sheng"
"Huaiyuan Chengguanzhen,China,Anhui Sheng","Huaiyuan Chengguanzhen,China,Anhui Sheng"
"Huainan,China,Anhui Sheng","Huainan,China,Anhui Sheng"
"Huaicheng,China,Guangdong","Huaicheng,China,Guangdong"
"Huaihua,China,Hunan","Huaihua,China,Hunan"
"Huaidian,China,Henan Sheng","Huaidian,China,Henan Sheng"
"Huaibei,China,Anhui Sheng","Huaibei,China,Anhui Sheng"
"Hongjiang,China,Hunan","Hongjiang,China,Hunan"
"Heze,China,Shandong Sheng","Heze,China,Shandong Sheng"
"Hechuan,China,Chongqing Shi","Hechuan,China,Chongqing Shi"
"Yiyang,China,Hunan","Yiyang,China,Hunan"
"Hepo,China,Guangdong","Hepo,China,Guangdong"
"Hengyang,China,Hunan","Hengyang,China,Hunan"
"Hengshui,China,Hebei","Hengshui,China,Hebei"
"Hefei,China,Anhui Sheng","Hefei,China,Anhui Sheng"
"Hede,China,Jiangsu","Hede,China,Jiangsu"
"Hecun,China,Hebei","Hecun,China,Hebei"
"Hebi,China,Henan Sheng","Hebi,China,Henan Sheng"
"Hanzhong,China,Shaanxi","Hanzhong,China,Shaanxi"
"Chengyang,China,Fujian","Chengyang,China,Fujian"
"Hanting,China,Shandong Sheng","Hanting,China,Shandong Sheng"
"Hangzhou,China,Zhejiang Sheng","Hangzhou,China,Zhejiang Sheng"
"Hangu,China,Tianjin Shi","Hangu,China,Tianjin Shi"
"Handan,China,Hebei","Handan,China,Hebei"
"Hanchuan,China,Hubei","Hanchuan,China,Hubei"
"Hancheng,China,Shaanxi","Hancheng,China,Shaanxi"
"Haizhou,China,Jiangsu","Haizhou,China,Jiangsu"
"Jiaojiang,China,Zhejiang Sheng","Jiaojiang,China,Zhejiang Sheng"
"Haimen,China,Guangdong","Haimen,China,Guangdong"
"Haikou,China,Yunnan","Haikou,China,Yunnan"
"Haikou,China,Hainan","Haikou,China,Hainan"
"Guye,China,Hebei","Guye,China,Hebei"
"Guozhen,China,Shaanxi","Guozhen,China,Shaanxi"
"Guli,China,Zhejiang Sheng","Guli,China,Zhejiang Sheng"
"Guiyang,China,Guizhou Sheng","Guiyang,China,Guizhou Sheng"
"Guiren,China,Jiangsu","Guiren,China,Jiangsu"
"Guiping,China,Guangxi Zhuangzu Zizhiqu","Guiping,China,Guangxi Zhuangzu Zizhiqu"
"Guilin,China,Guangxi Zhuangzu Zizhiqu","Guilin,China,Guangxi Zhuangzu Zizhiqu"
"Guigang,China,Guangxi Zhuangzu Zizhiqu","Guigang,China,Guangxi Zhuangzu Zizhiqu"
"Gucheng Chengguanzhen,China,Hubei","Gucheng Chengguanzhen,China,Hubei"
"Guangzhou,China,Guangdong","Guangzhou,China,Guangdong"
"Guangshui,China,Hubei","Guangshui,China,Hubei"
"Gejiu,China,Yunnan","Gejiu,China,Yunnan"
"Gaozhou,China,Guangdong","Gaozhou,China,Guangdong"
"Gaoyou,China,Jiangsu","Gaoyou,China,Jiangsu"
"Gaoping,China,Sichuan","Gaoping,China,Sichuan"
"Gaomi,China,Shandong Sheng","Gaomi,China,Shandong Sheng"
"Gaogou,China,Jiangsu","Gaogou,China,Jiangsu"
"Fuzhou,China,Fujian","Fuzhou,China,Fujian"
"Fuyang,China,Anhui Sheng","Fuyang,China,Anhui Sheng"
"Fuyang,China,Zhejiang Sheng","Fuyang,China,Zhejiang Sheng"
"Qingyang,China,Shandong Sheng","Qingyang,China,Shandong Sheng"
"Fuling,China,Chongqing Shi","Fuling,China,Chongqing Shi"
"Foshan,China,Guangdong","Foshan,China,Guangdong"
"Fenyi,China,Jiangxi Sheng","Fenyi,China,Jiangxi Sheng"
"Fengxian,China,Jiangsu","Fengxian,China,Jiangsu"
"Fengrun,China,Hebei","Fengrun,China,Hebei"
"Fengkou,China,Hubei","Fengkou,China,Hubei"
"Feicheng,China,Shandong Sheng","Feicheng,China,Shandong Sheng"
"Fangshan,China,Beijing","Fangshan,China,Beijing"
"Ezhou,China,Hubei","Ezhou,China,Hubei"
"Enshi,China,Hubei","Enshi,China,Hubei"
"Encheng,China,Guangdong","Encheng,China,Guangdong"
"Duyun,China,Guizhou Sheng","Duyun,China,Guizhou Sheng"
"Duobao,China,Hubei","Duobao,China,Hubei"
"Ducheng,China,Guangdong","Ducheng,China,Guangdong"
"Xinyi,China,Guangdong","Xinyi,China,Guangdong"
"Shengli,China,Shandong Sheng","Shengli,China,Shandong Sheng"
"Dongtai,China,Jiangsu","Dongtai,China,Jiangsu"
"Dongsheng,China,Inner Mongolia","Dongsheng,China,Inner Mongolia"
"Dongkan,China,Jiangsu","Dongkan,China,Jiangsu"
"Donghai,China,Guangdong","Donghai,China,Guangdong"
"Dongguan,China,Guangdong","Dongguan,China,Guangdong"
"Dongdu,China,Shandong Sheng","Dongdu,China,Shandong Sheng"
"Dongcun,China,Shandong Sheng","Dongcun,China,Shandong Sheng"
"Dingzhou,China,Hebei","Dingzhou,China,Hebei"
"Dingtao,China,Shandong Sheng","Dingtao,China,Shandong Sheng"
"Dezhou,China,Shandong Sheng","Dezhou,China,Shandong Sheng"
"Deyang,China,Sichuan","Deyang,China,Sichuan"
"Deqing,China,Zhejiang Sheng","Deqing,China,Zhejiang Sheng"
"Dengzhou,China,Shandong Sheng","Dengzhou,China,Shandong Sheng"
"Huazhou,China,Henan Sheng","Huazhou,China,Henan Sheng"
"Songyang,China,Henan Sheng","Songyang,China,Henan Sheng"
"Dazhong,China,Jiangsu","Dazhong,China,Jiangsu"
"Zhangjiajie,China,Hunan","Zhangjiajie,China,Hunan"
"Daye,China,Hubei","Daye,China,Hubei"
"Lijiang,China,Yunnan","Lijiang,China,Yunnan"
"Dazhou,China,Sichuan","Dazhou,China,Sichuan"
"Dawukou,China,Ningxia Huizu Zizhiqu","Dawukou,China,Ningxia Huizu Zizhiqu"
"Datong,China,Anhui Sheng","Datong,China,Anhui Sheng"
"Fenghua,China,Zhejiang Sheng","Fenghua,China,Zhejiang Sheng"
"Daokou,China,Henan Sheng","Daokou,China,Henan Sheng"
"Danshui,China,Guangdong","Danshui,China,Guangdong"
"Danjiangkou,China,Hubei","Danjiangkou,China,Hubei"
"Gushu,China,Anhui Sheng","Gushu,China,Anhui Sheng"
"Xincheng,China,Henan Sheng","Xincheng,China,Henan Sheng"
"Daliang,China,Guangdong","Daliang,China,Guangdong"
"Dalian,China,Liaoning","Dalian,China,Liaoning"
"Dali,China,Yunnan","Dali,China,Yunnan"
"Chuzhou,China,Anhui Sheng","Chuzhou,China,Anhui Sheng"
"Yangchun,China,Guangdong","Yangchun,China,Guangdong"
"Yiwu,China,Zhejiang Sheng","Yiwu,China,Zhejiang Sheng"
"Chongqing,China,Chongqing Shi","Chongqing,China,Chongqing Shi"
"Chonglong,China,Sichuan","Chonglong,China,Sichuan"
"Chizhou,China,Anhui Sheng","Chizhou,China,Anhui Sheng"
"Chenzhou,China,Hunan","Chenzhou,China,Hunan"
"Chengyang,China,Shandong Sheng","Chengyang,China,Shandong Sheng"
"Jiangyin,China,Jiangsu","Jiangyin,China,Jiangsu"
"Chengdu,China,Sichuan","Chengdu,China,Sichuan"
"Chenghua,China,Guangdong","Chenghua,China,Guangdong"
"Chaozhou,China,Guangdong","Chaozhou,China,Guangdong"
"Chaohu,China,Anhui Sheng","Chaohu,China,Anhui Sheng"
"Changzhou,China,Jiangsu","Changzhou,China,Jiangsu"
"Changzhi,China,Shanxi Sheng","Changzhi,China,Shanxi Sheng"
"Changsha,China,Hunan","Changsha,China,Hunan"
"Changqing,China,Shandong Sheng","Changqing,China,Shandong Sheng"
"Changli,China,Hebei","Changli,China,Hebei"
"Changleng,China,Jiangxi Sheng","Changleng,China,Jiangxi Sheng"
"Caohe,China,Hubei","Caohe,China,Hubei"
"Weining,China,Guizhou Sheng","Weining,China,Guizhou Sheng"
"Cangzhou,China,Hebei","Cangzhou,China,Hebei"
"Caidian,China,Hubei","Caidian,China,Hubei"
"Buhe,China,Hubei","Buhe,China,Hubei"
"Bozhou,China,Anhui Sheng","Bozhou,China,Anhui Sheng"
"Botou,China,Hebei","Botou,China,Hebei"
"Boshan,China,Shandong Sheng","Boshan,China,Shandong Sheng"
"Baise City,China,Guangxi Zhuangzu Zizhiqu","Baise City,China,Guangxi Zhuangzu Zizhiqu"
"Binzhou,China,Shandong Sheng","Binzhou,China,Shandong Sheng"
"Luxu,China,Guangxi Zhuangzu Zizhiqu","Luxu,China,Guangxi Zhuangzu Zizhiqu"
"Bijie,China,Guizhou Sheng","Bijie,China,Guizhou Sheng"
"Bianzhuang,China,Shandong Sheng","Bianzhuang,China,Shandong Sheng"
"Bengbu,China,Anhui Sheng","Bengbu,China,Anhui Sheng"
"Beijing,China,Beijing","Beijing,China,Beijing"
"Beihai,China,Guangxi Zhuangzu Zizhiqu","Beihai,China,Guangxi Zhuangzu Zizhiqu"
"Beidao,China,Gansu Sheng","Beidao,China,Gansu Sheng"
"Beidaihehaibin,China,Hebei","Beidaihehaibin,China,Hebei"
"Beibei,China,Chongqing Shi","Beibei,China,Chongqing Shi"
"Baoying,China,Jiangsu","Baoying,China,Jiangsu"
"Langzhong,China,Sichuan","Langzhong,China,Sichuan"
"Baoding,China,Hebei","Baoding,China,Hebei"
"Baiyin,China,Gansu Sheng","Baiyin,China,Gansu Sheng"
"Baihe,China,Guangxi Zhuangzu Zizhiqu","Baihe,China,Guangxi Zhuangzu Zizhiqu"
"Shangyu,China,Zhejiang Sheng","Shangyu,China,Zhejiang Sheng"
"Babu,China,Guangxi Zhuangzu Zizhiqu","Babu,China,Guangxi Zhuangzu Zizhiqu"
"Anxiang,China,Hunan","Anxiang,China,Hunan"
"Anshun,China,Guizhou Sheng","Anshun,China,Guizhou Sheng"
"Anqiu,China,Shandong Sheng","Anqiu,China,Shandong Sheng"
"Anqing,China,Anhui Sheng","Anqing,China,Anhui Sheng"
"Mabai,China,Yunnan","Mabai,China,Yunnan"
"Anlu,China,Hubei","Anlu,China,Hubei"
"Anjiang,China,Hunan","Anjiang,China,Hunan"
"Anbu,China,Guangdong","Anbu,China,Guangdong"
"Jiangyou,China,Sichuan","Jiangyou,China,Sichuan"
"Suzhou,China,Jiangsu","Suzhou,China,Jiangsu"
"Zhoushan,China,Zhejiang Sheng","Zhoushan,China,Zhejiang Sheng"
"Mudu,China,Jiangsu","Mudu,China,Jiangsu"
"Songling,China,Jiangsu","Songling,China,Jiangsu"
"Zhongshan,China,Guangdong","Zhongshan,China,Guangdong"
"Lianghu,China,Zhejiang Sheng","Lianghu,China,Zhejiang Sheng"
"Zhoucheng,China,Shandong Sheng","Zhoucheng,China,Shandong Sheng"
"Dalianwan,China,Liaoning","Dalianwan,China,Liaoning"
"Yueyang,China,Hunan","Yueyang,China,Hunan"
"Bojia,China,Hunan","Bojia,China,Hunan"
"Zhenlai,China,Jilin Sheng","Zhenlai,China,Jilin Sheng"
"Zhengjiatun,China,Jilin Sheng","Zhengjiatun,China,Jilin Sheng"
"Zhaozhou,China,Heilongjiang Sheng","Zhaozhou,China,Heilongjiang Sheng"
"Zhaoyuan,China,Heilongjiang Sheng","Zhaoyuan,China,Heilongjiang Sheng"
"Zhaodong,China,Heilongjiang Sheng","Zhaodong,China,Heilongjiang Sheng"
"Zhangjiakou,China,Hebei","Zhangjiakou,China,Hebei"
"Zalantun,China,Inner Mongolia","Zalantun,China,Inner Mongolia"
"Yushu,China,Jilin Sheng","Yushu,China,Jilin Sheng"
"Youhao,China,Heilongjiang Sheng","Youhao,China,Heilongjiang Sheng"
"Yingkou,China,Liaoning","Yingkou,China,Liaoning"
"Yilan,China,Heilongjiang Sheng","Yilan,China,Heilongjiang Sheng"
"Yichun,China,Heilongjiang Sheng","Yichun,China,Heilongjiang Sheng"
"Yebaishou,China,Liaoning","Yebaishou,China,Liaoning"
"Yantongshan,China,Jilin Sheng","Yantongshan,China,Jilin Sheng"
"Yanji,China,Jilin Sheng","Yanji,China,Jilin Sheng"
"Yakeshi,China,Inner Mongolia","Yakeshi,China,Inner Mongolia"
"Zhangjiakou Shi Xuanhua Qu,China,Hebei","Zhangjiakou Shi Xuanhua Qu,China,Hebei"
"Xiuyan,China,Liaoning","Xiuyan,China,Liaoning"
"Xinqing,China,Heilongjiang Sheng","Xinqing,China,Heilongjiang Sheng"
"Xinmin,China,Liaoning","Xinmin,China,Liaoning"
"Xinglongshan,China,Jilin Sheng","Xinglongshan,China,Jilin Sheng"
"Xingcheng,China,Liaoning","Xingcheng,China,Liaoning"
"Xilin Hot,China,Inner Mongolia","Xilin Hot,China,Inner Mongolia"
"Xifeng,China,Liaoning","Xifeng,China,Liaoning"
"Xiaoshi,China,Liaoning","Xiaoshi,China,Liaoning"
"Wuchang,China,Heilongjiang Sheng","Wuchang,China,Heilongjiang Sheng"
"Wangqing,China,Jilin Sheng","Wangqing,China,Jilin Sheng"
"Hepingjie,China,Jilin Sheng","Hepingjie,China,Jilin Sheng"
"Wangkui,China,Heilongjiang Sheng","Wangkui,China,Heilongjiang Sheng"
"Ulanhot,China,Inner Mongolia","Ulanhot,China,Inner Mongolia"
"Tumen,China,Jilin Sheng","Tumen,China,Jilin Sheng"
"Tongliao,China,Inner Mongolia","Tongliao,China,Inner Mongolia"
"Tieling,China,Liaoning","Tieling,China,Liaoning"
"Tieli,China,Heilongjiang Sheng","Tieli,China,Heilongjiang Sheng"
"Guangming,China,Jilin Sheng","Guangming,China,Jilin Sheng"
"Tailai,China,Heilongjiang Sheng","Tailai,China,Heilongjiang Sheng"
"Taikang,China,Heilongjiang Sheng","Taikang,China,Heilongjiang Sheng"
"Tahe,China,Heilongjiang Sheng","Tahe,China,Heilongjiang Sheng"
"Sujiatun,China,Liaoning","Sujiatun,China,Liaoning"
"Suileng,China,Heilongjiang Sheng","Suileng,China,Heilongjiang Sheng"
"Suihua,China,Heilongjiang Sheng","Suihua,China,Heilongjiang Sheng"
"Suifenhe,China,Heilongjiang Sheng","Suifenhe,China,Heilongjiang Sheng"
"Songjianghe,China,Jilin Sheng","Songjianghe,China,Jilin Sheng"
"Siping,China,Jilin Sheng","Siping,China,Jilin Sheng"
"Shunyi,China,Beijing","Shunyi,China,Beijing"
"Shulan,China,Jilin Sheng","Shulan,China,Jilin Sheng"
"Shuangyashan,China,Heilongjiang Sheng","Shuangyashan,China,Heilongjiang Sheng"
"Shuangyang,China,Jilin Sheng","Shuangyang,China,Jilin Sheng"
"Shuangcheng,China,Heilongjiang Sheng","Shuangcheng,China,Heilongjiang Sheng"
"Shiguai,China,Inner Mongolia","Shiguai,China,Inner Mongolia"
"Shenyang,China,Liaoning","Shenyang,China,Liaoning"
"Shanhetun,China,Heilongjiang Sheng","Shanhetun,China,Heilongjiang Sheng"
"Shanhaiguan,China,Hebei","Shanhaiguan,China,Hebei"
"Shangzhi,China,Heilongjiang Sheng","Shangzhi,China,Heilongjiang Sheng"
"Sanchazi,China,Jilin Sheng","Sanchazi,China,Jilin Sheng"
"Salaqi,China,Inner Mongolia","Salaqi,China,Inner Mongolia"
"Fendou,China,Heilongjiang Sheng","Fendou,China,Heilongjiang Sheng"
"Taihe,China,Heilongjiang Sheng","Taihe,China,Heilongjiang Sheng"
"Qiqihar,China,Heilongjiang Sheng","Qiqihar,China,Heilongjiang Sheng"
"Qinggang,China,Heilongjiang Sheng","Qinggang,China,Heilongjiang Sheng"
"Qianguo,China,Jilin Sheng","Qianguo,China,Jilin Sheng"
"Pingzhuang,China,Inner Mongolia","Pingzhuang,China,Inner Mongolia"
"Panshi,China,Jilin Sheng","Panshi,China,Jilin Sheng"
"Panshan,China,Liaoning","Panshan,China,Liaoning"
"Nianzishan,China,Heilongjiang Sheng","Nianzishan,China,Heilongjiang Sheng"
"Nenjiang,China,Heilongjiang Sheng","Nenjiang,China,Heilongjiang Sheng"
"Nehe,China,Heilongjiang Sheng","Nehe,China,Heilongjiang Sheng"
"Nantai,China,Liaoning","Nantai,China,Liaoning"
"Nanpiao,China,Liaoning","Nanpiao,China,Liaoning"
"Lianhe,China,Heilongjiang Sheng","Lianhe,China,Heilongjiang Sheng"
"Mujiayingzi,China,Inner Mongolia","Mujiayingzi,China,Inner Mongolia"
"Mudanjiang,China,Heilongjiang Sheng","Mudanjiang,China,Heilongjiang Sheng"
"Mishan,China,Heilongjiang Sheng","Mishan,China,Heilongjiang Sheng"
"Mingyue,China,Jilin Sheng","Mingyue,China,Jilin Sheng"
"Mingshui,China,Heilongjiang Sheng","Mingshui,China,Heilongjiang Sheng"
"Meihekou,China,Jilin Sheng","Meihekou,China,Jilin Sheng"
"Manzhouli,China,Inner Mongolia","Manzhouli,China,Inner Mongolia"
"Longjing,China,Jilin Sheng","Longjing,China,Jilin Sheng"
"Longjiang,China,Heilongjiang Sheng","Longjiang,China,Heilongjiang Sheng"
"Longfeng,China,Heilongjiang Sheng","Longfeng,China,Heilongjiang Sheng"
"Liuhe,China,Jilin Sheng","Liuhe,China,Jilin Sheng"
"Lishu,China,Jilin Sheng","Lishu,China,Jilin Sheng"
"Linkou,China,Heilongjiang Sheng","Linkou,China,Heilongjiang Sheng"
"Linjiang,China,Jilin Sheng","Linjiang,China,Jilin Sheng"
"Lingyuan,China,Liaoning","Lingyuan,China,Liaoning"
"Lingdong,China,Heilongjiang Sheng","Lingdong,China,Heilongjiang Sheng"
"Liaozhong,China,Liaoning","Liaozhong,China,Liaoning"
"Liaoyuan,China,Jilin Sheng","Liaoyuan,China,Jilin Sheng"
"Liaoyang,China,Liaoning","Liaoyang,China,Liaoning"
"Lanxi,China,Heilongjiang Sheng","Lanxi,China,Heilongjiang Sheng"
"Langxiang,China,Heilongjiang Sheng","Langxiang,China,Heilongjiang Sheng"
"Langtou,China,Liaoning","Langtou,China,Liaoning"
"Kuandian,China,Liaoning","Kuandian,China,Liaoning"
"Kaiyuan,China,Liaoning","Kaiyuan,China,Liaoning"
"Kaitong,China,Jilin Sheng","Kaitong,China,Jilin Sheng"
"Jixi,China,Heilongjiang Sheng","Jixi,China,Heilongjiang Sheng"
"Jiutai,China,Jilin Sheng","Jiutai,China,Jilin Sheng"
"Jiupu,China,Liaoning","Jiupu,China,Liaoning"
"Jishu,China,Jilin Sheng","Jishu,China,Jilin Sheng"
"Jinzhou,China,Liaoning","Jinzhou,China,Liaoning"
"Lianshan,China,Liaoning","Lianshan,China,Liaoning"
"Jining,China,Inner Mongolia","Jining,China,Inner Mongolia"
"Jilin,China,Jilin Sheng","Jilin,China,Jilin Sheng"
"Jidong,China,Heilongjiang Sheng","Jidong,China,Heilongjiang Sheng"
"Minzhu,China,Jilin Sheng","Minzhu,China,Jilin Sheng"
"Jiamusi,China,Heilongjiang Sheng","Jiamusi,China,Heilongjiang Sheng"
"Jalai Nur,China,Inner Mongolia","Jalai Nur,China,Inner Mongolia"
"Jagdaqi,China,Inner Mongolia","Jagdaqi,China,Inner Mongolia"
"Hushitai,China,Liaoning","Hushitai,China,Liaoning"
"Hunchun,China,Jilin Sheng","Hunchun,China,Jilin Sheng"
"Hulan Ergi,China,Heilongjiang Sheng","Hulan Ergi,China,Heilongjiang Sheng"
"Hulan,China,Heilongjiang Sheng","Hulan,China,Heilongjiang Sheng"
"Huinan,China,Jilin Sheng","Huinan,China,Jilin Sheng"
"Huanren,China,Liaoning","Huanren,China,Liaoning"
"Huangnihe,China,Jilin Sheng","Huangnihe,China,Jilin Sheng"
"Huanan,China,Heilongjiang Sheng","Huanan,China,Heilongjiang Sheng"
"Huadian,China,Jilin Sheng","Huadian,China,Jilin Sheng"
"Honggang,China,Heilongjiang Sheng","Honggang,China,Heilongjiang Sheng"
"Hohhot,China,Inner Mongolia","Hohhot,China,Inner Mongolia"
"Fendou,China,Heilongjiang Sheng","Fendou,China,Heilongjiang Sheng"
"Helong,China,Jilin Sheng","Helong,China,Jilin Sheng"
"Heishan,China,Liaoning","Heishan,China,Liaoning"
"Heihe,China,Heilongjiang Sheng","Heihe,China,Heilongjiang Sheng"
"Hegang,China,Heilongjiang Sheng","Hegang,China,Heilongjiang Sheng"
"Harbin,China,Heilongjiang Sheng","Harbin,China,Heilongjiang Sheng"
"Hailun,China,Heilongjiang Sheng","Hailun,China,Heilongjiang Sheng"
"Hailin,China,Heilongjiang Sheng","Hailin,China,Heilongjiang Sheng"
"Hailar,China,Inner Mongolia","Hailar,China,Inner Mongolia"
"Haicheng,China,Liaoning","Haicheng,China,Liaoning"
